,date,open,close,high,low,volumme
0,2023-10-23,21.325,21.325,21.325,21.325,0
1,2023-10-24,21.47,21.47,21.47,21.47,0
2,2023-10-25,21.54,21.54,21.54,21.54,0
3,2023-10-26,21.385,21.385,21.385,21.385,0
4,2023-10-27,21.43,21.43,21.43,21.43,0
5,2023-10-30,21.51,21.51,21.51,21.51,0
6,2023-10-31,21.47,21.47,21.47,21.47,0
7,2023-11-01,21.67,21.67,21.67,21.67,0
8,2023-11-02,21.96,21.96,21.96,21.96,0
9,2023-11-03,22.32,22.32,22.32,22.32,0
10,2023-11-06,22.41,22.41,22.41,22.41,0
11,2023-11-07,22.215,22.215,22.215,22.215,0
12,2023-11-08,22.3,22.585,22.585,22.3,4860
13,2023-11-09,22.465,22.465,22.465,22.465,0
14,2023-11-10,22.505,22.45,22.505,22.37,5348
15,2023-11-13,22.49,22.49,22.49,22.49,0
16,2023-11-14,22.525,22.525,22.525,22.525,0
17,2023-11-15,22.985,22.985,22.985,22.985,0
18,2023-11-16,22.975,22.975,22.975,22.975,0
19,2023-11-17,22.895,22.895,22.895,22.895,0
20,2023-11-20,22.99,22.99,22.99,22.99,0
21,2023-11-21,23.04,23.04,23.04,23.04,0
22,2023-11-22,23.02,23.02,23.02,23.02,0
23,2023-11-23,23.135,23.135,23.135,23.135,0
24,2023-11-24,23.165,23.165,23.165,23.165,0
25,2023-11-27,23.285,23.285,23.285,23.285,0
26,2023-11-28,23.105,23.105,23.105,23.105,0
27,2023-11-29,23.15,23.15,23.15,23.15,0
28,2023-11-30,23.28,23.28,23.28,23.28,0
29,2023-12-01,23.39,23.39,23.39,23.39,0
30,2023-12-04,23.525,23.525,23.525,23.525,0
31,2023-12-05,23.47,23.47,23.47,23.47,0
32,2023-12-06,23.63,23.63,23.63,23.63,0
33,2023-12-07,23.62,23.62,23.62,23.62,0
34,2023-12-08,23.72,23.72,23.72,23.72,0
35,2023-12-11,23.875,23.875,23.875,23.875,0
36,2023-12-12,23.995,23.995,23.995,23.995,0
37,2023-12-13,23.995,24.04,24.04,23.995,8774
38,2023-12-14,24.355,24.355,24.355,24.355,0
